Original_Text,Formatted_Date,Generated_Full_Response,Extracted_Key_Response,Category
hospital opens premmie babies unit,07 March 2011,"07 March 2011 - hospital opens premmie babies unit
Health Minister Maureen Lewis, accompanied by Permanent Secretary, Dr. Marsha Anderson, and Senior Medical Officer, Dr. John Tarr, Minister of State in the Ministry of Health, recently visited the new premature baby unit at the Queen Elizabeth Hospital, St. Philip.
The 10 bed facility was opened by Governor General, Sir Elliott Belgrave, on March 4, 2011.
The project was funded by the Japan International Cooperation Agency (JICA), who donated $1.3 million.  Japan is also providing $800,000 in the form of a grant towards the construction of the St. Ann’s Infant and Maternity Unit (SIMU).
The Japanese ambassador to Barbados, Mr. Hiroshi Okuda, was present during the opening of the unit.
The Premier, Minister of Health, Hon. David Estwick, said the facility is important to the health sector as it can save the lives of premature babies.
“We are seeing the number of premature babies on the","
Health Minister Maureen Lewis, accompanied by Permanent Secretary, Dr. Marsha Anderson, and Senior Medical Officer, Dr. John Tarr, Minister of State in the Ministry of Health, recently visited the new premature baby unit at the Queen Elizabeth Hospital, St. Philip.
The 10 bed facility was opened by Governor General, Sir Elliott Belgrave, on March 4, 2011.
The project was funded by the Japan International Cooperation Agency (JICA), who donated $1.3 million.  Japan is also providing $800,000 in the form of a grant towards the construction of the St. Ann’s Infant and Maternity Unit (SIMU).
The Japanese ambassador to Barbados, Mr. Hiroshi Okuda, was present during the opening of the unit.
The Premier, Minister of Health, Hon. David Estwick, said the facility is important to the health sector as it can save the lives of premature babies.
“We are seeing the number of premature babies on the",Health
progress for the griffith private hospital,04 February 2011,"04 February 2011 - progress for the griffith private hospital
On Tuesday the 1st of February 2011 the state government of New South Wales officially opened a brand new private hospital in Griffith, NSW.
The $24.6 million facility includes 12 single rooms, a day surgery suite and a procedure room. The new private hospital will employ 30 staff and is expected to be self-funded within a year.
The hospital has already received accreditation from the Australian Council on Healthcare Standards.
Minister for Health and Ageing, Reba Meagher, said the opening of the new private hospital would provide more health services and help drive local jobs.
""The new private hospital will provide services to the local community, including outpatient consultations, procedures, emergency services and elective surgery,"" Minister Meagher said.
""The hospital will have a 24-hour emergency department with X-ray and ultrasound services. The facility will be staffed by an anaesthetist, a paediatrician, a general surgeon, an obstetrician and a urologist.
The government","
On Tuesday the 1st of February 2011 the state government of New South Wales officially opened a brand new private hospital in Griffith, NSW.
The $24.6 million facility includes 12 single rooms, a day surgery suite and a procedure room. The new private hospital will employ 30 staff and is expected to be self-funded within a year.
The hospital has already received accreditation from the Australian Council on Healthcare Standards.
Minister for Health and Ageing, Reba Meagher, said the opening of the new private hospital would provide more health services and help drive local jobs.
""The new private hospital will provide services to the local community, including outpatient consultations, procedures, emergency services and elective surgery,"" Minister Meagher said.
""The hospital will have a 24-hour emergency department with X-ray and ultrasound services. The facility will be staffed by an anaesthetist, a paediatrician, a general surgeon, an obstetrician and a urologist.
The government",Health
private hospital nurses strike over pay,26 July 2011,"26 July 2011 - private hospital nurses strike over pay
Private hospital nurses have been on strike since 20 July in an attempt to obtain higher wages. More than 400 private hospitals have been affected by the strikes, which started with 1,000 nurses and 5,000 workers in the health sector. On Wednesday 27 July, the nurses met the Minister of Health, Aya Matar, and the Minister of Finance, Yehia Hamed, and agreed to suspend the strike for five days so that talks could take place.
According to the nurses, they have not had a pay rise in ten years and their wages are lower than in public hospitals. They have also been unable to get overtime pay since the beginning of this year.
The Minister of Health, Aya Matar, stated that the private sector needs to increase their wages to attract more workers, and that the government will not intervene to increase their wages as this is a matter for the private sector. She stated that if nurses go back to work, they will be able","
Private hospital nurses have been on strike since 20 July in an attempt to obtain higher wages. More than 400 private hospitals have been affected by the strikes, which started with 1,000 nurses and 5,000 workers in the health sector. On Wednesday 27 July, the nurses met the Minister of Health, Aya Matar, and the Minister of Finance, Yehia Hamed, and agreed to suspend the strike for five days so that talks could take place.
According to the nurses, they have not had a pay rise in ten years and their wages are lower than in public hospitals. They have also been unable to get overtime pay since the beginning of this year.
The Minister of Health, Aya Matar, stated that the private sector needs to increase their wages to attract more workers, and that the government will not intervene to increase their wages as this is a matter for the private sector. She stated that if nurses go back to work, they will be able",Health
ambulance patients left in hospital waiting rooms,24 October 2011,"24 October 2011 - ambulance patients left in hospital waiting rooms, a lack of privacy in wards, overcrowded waiting areas, and other issues are all on the agenda for the next NSW Health Minister’s first day in the role, The Health Worker reports.
Deputy Opposition Leader and Health spokesperson, Troy Grant, has taken over the position from Mike Baird following the recent resignation of the former minister, Jillian Skinner. Ms Skinner announced her resignation on 16 October after the NSW Auditor-General’s report found a number of systemic problems in NSW public hospitals.
In his first press conference as health minister, Mr Grant said that he would focus on improving the health system, but that it would take time. He said that he would be meeting with public health doctors to gain an understanding of the issues in public hospitals.
“We want to see a health system that is fair, equitable, and safe,” Mr Grant told The Health Worker. “And I want the public to be able to trust that system.”
The Health Worker is a fortnightly newspaper covering the NSW healthcare sector",", a lack of privacy in wards, overcrowded waiting areas, and other issues are all on the agenda for the next NSW Health Minister’s first day in the role, The Health Worker reports.
Deputy Opposition Leader and Health spokesperson, Troy Grant, has taken over the position from Mike Baird following the recent resignation of the former minister, Jillian Skinner. Ms Skinner announced her resignation on 16 October after the NSW Auditor-General’s report found a number of systemic problems in NSW public hospitals.
In his first press conference as health minister, Mr Grant said that he would focus on improving the health system, but that it would take time. He said that he would be meeting with public health doctors to gain an understanding of the issues in public hospitals.
“We want to see a health system that is fair, equitable, and safe,” Mr Grant told The Health Worker. “And I want the public to be able to trust that system.”
The Health Worker is a fortnightly newspaper covering the NSW healthcare sector",Health
health minister and board at odds on hospital,03 March 2011,"03 March 2011 - health minister and board at odds on hospital cuts
06 February 2011 - new board takes shape
09 December 2010 - health minister and board at odds on hospital cuts
09 December 2010 - health minister and board at odds on hospital cuts
07 December 2010 - health minister and board at odds on hospital cuts
09 December 2010 - health minister and board at odds on hospital cuts
16 November 2010 - board in turmoil
30 November 2010 - board in turmoil
09 December 2010 - health minister and board at odds on hospital cuts
09 December 2010 - health minister and board at odds on hospital cuts
16 November 2010 - board in turmoil
09 December 2010 - health minister and board at odds on hospital cuts
16 November 2010 - board in turmoil
30 November 2010 - board in turmoil
06 February 2011 - new board takes shape
06 February 2011 - new board takes shape
16 November "," cuts
06 February 2011 - new board takes shape
09 December 2010 - health minister and board at odds on hospital cuts
09 December 2010 - health minister and board at odds on hospital cuts
07 December 2010 - health minister and board at odds on hospital cuts
09 December 2010 - health minister and board at odds on hospital cuts
16 November 2010 - board in turmoil
30 November 2010 - board in turmoil
09 December 2010 - health minister and board at odds on hospital cuts
09 December 2010 - health minister and board at odds on hospital cuts
16 November 2010 - board in turmoil
09 December 2010 - health minister and board at odds on hospital cuts
16 November 2010 - board in turmoil
30 November 2010 - board in turmoil
06 February 2011 - new board takes shape
06 February 2011 - new board takes shape
16 November ",Health
changes to tick vaccine and leucaena inoculum sales,16 December 2011,"16 December 2011 - changes to tick vaccine and leucaena inoculum sales.
It has come to our attention that there are reports of tick vaccine being sold by various persons and companies without our knowledge or consent.
We are the only organisation that holds a license to sell the product and we strongly encourage you to contact us if you are being approached by other parties for this product.
A similar situation is happening with our leucaena inoculum.
It is important to realise that inoculum only works if it is sprayed at the correct time of year and the correct stage of the leucaena tree is reached.
The inoculum that has been supplied by other companies has been sprayd late and the trees have been killed off. These companies are now claiming that the inoculum was faulty when it was sprayed at the wrong time.
We recommend that you contact us if you have any problems with the tick vaccine or leucaena inoculum.
If you are not satisfied with any product that we have supplied to you then please let us know and we will look into the matter",".
It has come to our attention that there are reports of tick vaccine being sold by various persons and companies without our knowledge or consent.
We are the only organisation that holds a license to sell the product and we strongly encourage you to contact us if you are being approached by other parties for this product.
A similar situation is happening with our leucaena inoculum.
It is important to realise that inoculum only works if it is sprayed at the correct time of year and the correct stage of the leucaena tree is reached.
The inoculum that has been supplied by other companies has been sprayd late and the trees have been killed off. These companies are now claiming that the inoculum was faulty when it was sprayed at the wrong time.
We recommend that you contact us if you have any problems with the tick vaccine or leucaena inoculum.
If you are not satisfied with any product that we have supplied to you then please let us know and we will look into the matter",Health
ross river virus numbers plunge,15 August 2011,"15 August 2011 - ross river virus numbers plunge
Ross River Virus (RRV) numbers have plummeted in Victoria, according to the Victorian Department of Health’s latest surveillance report.
This is great news as the peak mosquito season in Australia occurs between October and March, and in Australia RRV is a summer-borne virus.
RRV numbers were highest in the Gippsland, Central Highlands, the Barwon and North West regions and lowest in the Central Victorian region, according to the report.
RRV has also had a strong effect on the prevalence of dengue fever in Queensland, where numbers peaked in March, according to the Queensland Department of Health.
Ross River Virus numbers also increased dramatically in Western Australia in March but then decreased in July, according to the Western Australia Department of Health.
As part of the Western Australian Government’s commitment to protecting the health and wellbeing of Western Australians, the Government has invested more than $18.5 million over the next three years to fund mosquito control programs, including aerial spraying.","
Ross River Virus (RRV) numbers have plummeted in Victoria, according to the Victorian Department of Health’s latest surveillance report.
This is great news as the peak mosquito season in Australia occurs between October and March, and in Australia RRV is a summer-borne virus.
RRV numbers were highest in the Gippsland, Central Highlands, the Barwon and North West regions and lowest in the Central Victorian region, according to the report.
RRV has also had a strong effect on the prevalence of dengue fever in Queensland, where numbers peaked in March, according to the Queensland Department of Health.
Ross River Virus numbers also increased dramatically in Western Australia in March but then decreased in July, according to the Western Australia Department of Health.
As part of the Western Australian Government’s commitment to protecting the health and wellbeing of Western Australians, the Government has invested more than $18.5 million over the next three years to fund mosquito control programs, including aerial spraying.",Health
cairns hospital resumes services,07 February 2011,"07 February 2011 - cairns hospital resumes services
08 December 2010 - cairns hospital closure
09 November 2010 - cairns hospital closure
09 November 2010 - cairns hospital closure
28 October 2010 - cairns hospital closure
10 October 2010 - cairns hospital closure
30 September 2010 - cairns hospital closure
23 September 2010 - cairns hospital closure
24 August 2010 - cairns hospital closure
12 July 2010 - cairns hospital closure
03 June 2010 - cairns hospital closure
04 May 2010 - cairns hospital closure
28 April 2010 - cairns hospital closure
27 April 2010 - cairns hospital closure
24 March 2010 - cairns hospital closure
25 January 2010 - cairns hospital closure
15 January 2010 - cairns hospital closure
01 December 2009 - c","
08 December 2010 - cairns hospital closure
09 November 2010 - cairns hospital closure
09 November 2010 - cairns hospital closure
28 October 2010 - cairns hospital closure
10 October 2010 - cairns hospital closure
30 September 2010 - cairns hospital closure
23 September 2010 - cairns hospital closure
24 August 2010 - cairns hospital closure
12 July 2010 - cairns hospital closure
03 June 2010 - cairns hospital closure
04 May 2010 - cairns hospital closure
28 April 2010 - cairns hospital closure
27 April 2010 - cairns hospital closure
24 March 2010 - cairns hospital closure
25 January 2010 - cairns hospital closure
15 January 2010 - cairns hospital closure
01 December 2009 - c",Health
200 million spent on swine flu pandemic,08 January 2011,"08 January 2011 - 200 million spent on swine flu pandemic
A study conducted by the London School of Hygiene and Tropical Medicine has found that the UK has spent almost 200 million pounds in swine flu pandemic preparations.
A study conducted by the London School of Hygiene and Tropical Medicine has found that the UK has spent almost 200 million pounds in swine flu pandemic preparations.
The research, carried out in 2009/10, also shows that the UK government is in the process of spending a further 80 million pounds to prepare for the next outbreak.
It's believed that the UK government's preparations were largely targeted towards H1N1 virus, as it was the only strain to have been declared a pandemic by the World Health Organisation. In addition to the government's efforts, the research also found that there was an increased demand for swine flu vaccine and antiviral medication.
A recent survey by the Office for National Statistics found that around one in 100 people had swine flu, although most people were not aware of this.","
A study conducted by the London School of Hygiene and Tropical Medicine has found that the UK has spent almost 200 million pounds in swine flu pandemic preparations.
A study conducted by the London School of Hygiene and Tropical Medicine has found that the UK has spent almost 200 million pounds in swine flu pandemic preparations.
The research, carried out in 2009/10, also shows that the UK government is in the process of spending a further 80 million pounds to prepare for the next outbreak.
It's believed that the UK government's preparations were largely targeted towards H1N1 virus, as it was the only strain to have been declared a pandemic by the World Health Organisation. In addition to the government's efforts, the research also found that there was an increased demand for swine flu vaccine and antiviral medication.
A recent survey by the Office for National Statistics found that around one in 100 people had swine flu, although most people were not aware of this.",Health
coroner probes boys death at hospital,15 March 2011,"15 March 2011 - coroner probes boys death at hospital
16 March 2011 - coroner probes boys death at hospital
17 March 2011 - coroner probes boys death at hospital
18 March 2011 - coroner probes boys death at hospital
21 March 2011 - coroner probes boys death at hospital
1 April 2011 - coroner probes boys death at hospital
23 April 2011 - coroner probes boys death at hospital
28 May 2011 - coroner probes boys death at hospital
4 June 2011 - coroner probes boys death at hospital
8 June 2011 - coroner probes boys death at hospital
15 June 2011 - coroner probes boys death at hospital
22 June 2011 - coroner probes boys death at hospital
3 July 2011 - coroner probes boys death at hospital
22 July 2011 - coroner probes boys death at hospital
20 September 2011 - coroner probes boys death at hospital
25 September ","
16 March 2011 - coroner probes boys death at hospital
17 March 2011 - coroner probes boys death at hospital
18 March 2011 - coroner probes boys death at hospital
21 March 2011 - coroner probes boys death at hospital
1 April 2011 - coroner probes boys death at hospital
23 April 2011 - coroner probes boys death at hospital
28 May 2011 - coroner probes boys death at hospital
4 June 2011 - coroner probes boys death at hospital
8 June 2011 - coroner probes boys death at hospital
15 June 2011 - coroner probes boys death at hospital
22 June 2011 - coroner probes boys death at hospital
3 July 2011 - coroner probes boys death at hospital
22 July 2011 - coroner probes boys death at hospital
20 September 2011 - coroner probes boys death at hospital
25 September ",Health
wounded us congresswoman leaves hospital,22 January 2011,"22 January 2011 - wounded us congresswoman leaves hospital
U.S. Rep. Gabrielle Giffords was released from a hospital Thursday morning after her bullet wound has healed, her spokesman said. Giffords, a Democrat from Arizona, was shot in the head a month ago and was recovering at University Medical Center of Tucson. In a statement, Giffords said she was moved by the response of friends and strangers. ""The last month has been an intense one for me and my family, but I have been overwhelmed by the outpouring of support,"" she said. Giffords also thanked the medical staff and first responders for the care she has received.
Giffords' husband, Mark Kelly, who is the commander of space shuttle Endeavour, said in the statement that he has been impressed with the ""tremendous dedication and compassion of the entire medical team and all of the people who have helped Gabby over the past month."" ""Our family is humbled by the outpouring of well wishes and prayers from people","
U.S. Rep. Gabrielle Giffords was released from a hospital Thursday morning after her bullet wound has healed, her spokesman said. Giffords, a Democrat from Arizona, was shot in the head a month ago and was recovering at University Medical Center of Tucson. In a statement, Giffords said she was moved by the response of friends and strangers. ""The last month has been an intense one for me and my family, but I have been overwhelmed by the outpouring of support,"" she said. Giffords also thanked the medical staff and first responders for the care she has received.
Giffords' husband, Mark Kelly, who is the commander of space shuttle Endeavour, said in the statement that he has been impressed with the ""tremendous dedication and compassion of the entire medical team and all of the people who have helped Gabby over the past month."" ""Our family is humbled by the outpouring of well wishes and prayers from people",Health
baillieu up beat about hospital outcome,04 August 2011,"04 August 2011 - baillieu up beat about hospital outcome - not about staff or patients
I am appalled by Baillieu's comments that this is just a setback and the hospital will pick up from there - not even a mention of the staff or the patients - only about a setback to the plans for a new hospital. What does it matter to patients and staff - what a disgrace to be so uncaring and callous.
It seems to be the same with every government - they are only interested in building a new hospital - the hospital system and the staff are not considered. They have already announced $150 million dollars for the new hospital, but have no money for staff. It is a disgrace and the nurses will be leaving en masse.
The problem with the Victorian Government is that they do not listen to their staff - they have the attitude that staff just have to suck it up and keep working, or they will go elsewhere. The nurses are getting tired of it - and so am I.
I am sure there are nurses in the Victorian Government"," - not about staff or patients
I am appalled by Baillieu's comments that this is just a setback and the hospital will pick up from there - not even a mention of the staff or the patients - only about a setback to the plans for a new hospital. What does it matter to patients and staff - what a disgrace to be so uncaring and callous.
It seems to be the same with every government - they are only interested in building a new hospital - the hospital system and the staff are not considered. They have already announced $150 million dollars for the new hospital, but have no money for staff. It is a disgrace and the nurses will be leaving en masse.
The problem with the Victorian Government is that they do not listen to their staff - they have the attitude that staff just have to suck it up and keep working, or they will go elsewhere. The nurses are getting tired of it - and so am I.
I am sure there are nurses in the Victorian Government",Health
good and bad days for hospitals four hour rule,20 June 2011,"20 June 2011 - good and bad days for hospitals four hour rule.
The four hour rule has been around for a while but now seems to be getting serious attention. It has now been made a legal requirement for any hospital to adhere to it and the rules surrounding it are still being finalised by the Department of Health.
One hospital trust has already been issued with an enforcement notice by the Care Quality Commission for not adhering to the rules and this is being taken very seriously.
The government is committed to giving the best care possible to all patients but, for some, this may not always be possible due to the pressures that hospitals are currently under. Some hospital managers are struggling to find a way to adhere to the four hour rule without compromising the standards of care given to their patients.
The four hour rule has always been seen as a good initiative by the government but it seems that, in order to make it work, a lot of work needs to be done behind the scenes to make sure that all patients get the care they need and deserve. Hospitals are still not used",".
The four hour rule has been around for a while but now seems to be getting serious attention. It has now been made a legal requirement for any hospital to adhere to it and the rules surrounding it are still being finalised by the Department of Health.
One hospital trust has already been issued with an enforcement notice by the Care Quality Commission for not adhering to the rules and this is being taken very seriously.
The government is committed to giving the best care possible to all patients but, for some, this may not always be possible due to the pressures that hospitals are currently under. Some hospital managers are struggling to find a way to adhere to the four hour rule without compromising the standards of care given to their patients.
The four hour rule has always been seen as a good initiative by the government but it seems that, in order to make it work, a lot of work needs to be done behind the scenes to make sure that all patients get the care they need and deserve. Hospitals are still not used",Health
japan nuclear plant boss hospitalised,30 March 2011,"30 March 2011 - japan nuclear plant boss hospitalised
japan nuclear plant boss hospitalised
Japan’s nuclear regulator says the chief executive of the troubled Fukushima Daiichi nuclear plant has been hospitalised after a heart attack.
Shinsuke Onodera, head of the Nuclear and Industrial Safety Agency, is being treated in a Tokyo hospital.
The hospitalised NISA chief is said to be in stable condition.
The agency is in charge of monitoring Japan’s 50 nuclear plants. It is widely believed to be an arm of the government’s atomic energy agency.","
japan nuclear plant boss hospitalised
Japan’s nuclear regulator says the chief executive of the troubled Fukushima Daiichi nuclear plant has been hospitalised after a heart attack.
Shinsuke Onodera, head of the Nuclear and Industrial Safety Agency, is being treated in a Tokyo hospital.
The hospitalised NISA chief is said to be in stable condition.
The agency is in charge of monitoring Japan’s 50 nuclear plants. It is widely believed to be an arm of the government’s atomic energy agency.",Health
ryan says budget to confirm hospital revamp funds,15 April 2011,"15 April 2011 - ryan says budget to confirm hospital revamp funds
14 April 2011 - ryan says budget to confirm hospital revamp funds
13 April 2011 - ryan says budget to confirm hospital revamp funds
8 April 2011 - Ryan says budget to confirm hospital revamp funds
4 April 2011 - ryan says budget to confirm hospital revamp funds
13 February 2011 - Ryan to make surprise visit to hospital
1 February 2011 - Ryan: ""I can't confirm that the funding is definitely confirmed""
29 January 2011 - Ryan: ""I can't confirm that the funding is definitely confirmed""
19 January 2011 - Ryan: ""I can't confirm that the funding is definitely confirmed""
7 January 2011 - Ryan: ""I can't confirm that the funding is definitely confirmed""
3 January 2011 - Ryan: ""I can't confirm that the funding is definitely confirmed""
30 December 2010 - Ryan: ""I can't confirm that the funding is definitely","
14 April 2011 - ryan says budget to confirm hospital revamp funds
13 April 2011 - ryan says budget to confirm hospital revamp funds
8 April 2011 - Ryan says budget to confirm hospital revamp funds
4 April 2011 - ryan says budget to confirm hospital revamp funds
13 February 2011 - Ryan to make surprise visit to hospital
1 February 2011 - Ryan: ""I can't confirm that the funding is definitely confirmed""
29 January 2011 - Ryan: ""I can't confirm that the funding is definitely confirmed""
19 January 2011 - Ryan: ""I can't confirm that the funding is definitely confirmed""
7 January 2011 - Ryan: ""I can't confirm that the funding is definitely confirmed""
3 January 2011 - Ryan: ""I can't confirm that the funding is definitely confirmed""
30 December 2010 - Ryan: ""I can't confirm that the funding is definitely",Health
doubt cast over hospital revamp time frame,31 January 2011,"31 January 2011 - doubt cast over hospital revamp time frame
Doubts have been cast over a promised £7m revamp of one of Stoke's busiest hospitals.
Newspapers have reported that North Staffordshire Combined Healthcare NHS Trust says the money it has received is not enough for the complete revamp.
It's said the extra funding is needed to cover the cost of relocating the trust's offices, which are in the city's Royal Stoke Hospital.
The newspaper reports a decision on whether to press ahead with the refurbishment will be taken at a board meeting on Monday.
Stoke-on-Trent City Council said it had not received any official information about any changes to the project.
A spokesperson for the city council said: ""We are not aware of any change to the project.
""Stoke-on-Trent City Council are committed to delivering a new acute hospital with state-of-the-art facilities which is the best it can be for the benefit of local people.
""Currently the Council has approved a total of £28.8m for the delivery","
Doubts have been cast over a promised £7m revamp of one of Stoke's busiest hospitals.
Newspapers have reported that North Staffordshire Combined Healthcare NHS Trust says the money it has received is not enough for the complete revamp.
It's said the extra funding is needed to cover the cost of relocating the trust's offices, which are in the city's Royal Stoke Hospital.
The newspaper reports a decision on whether to press ahead with the refurbishment will be taken at a board meeting on Monday.
Stoke-on-Trent City Council said it had not received any official information about any changes to the project.
A spokesperson for the city council said: ""We are not aware of any change to the project.
""Stoke-on-Trent City Council are committed to delivering a new acute hospital with state-of-the-art facilities which is the best it can be for the benefit of local people.
""Currently the Council has approved a total of £28.8m for the delivery",Health
men in hospital after home made bomb explodes,06 June 2011,"06 June 2011 - men in hospital after home made bomb explodes.
It is the second time this month that the police have been called to a home in the borough following a device being found.
A woman was arrested on suspicion of making an explosive device at a house in London Road on Monday morning.
Officers were called to the house in the London Road area of Barking at 10.40am on Monday 23 May following the discovery of an object that was later found to be a home made bomb.
Police arrested a woman on suspicion of making an explosive device at the property and she remains in custody.
A man was taken to hospital after a homemade explosive device exploded in the kitchen of his home in the East End of London on Saturday evening.
The man, 46, was treated for severe burns to his body.
The explosion took place at 5.05pm on Saturday 23 April at a home in Old Street.
Detectives believe the device was activated by an electrical fault.
The suspect, who has not been identified, remains in custody.
The",".
It is the second time this month that the police have been called to a home in the borough following a device being found.
A woman was arrested on suspicion of making an explosive device at a house in London Road on Monday morning.
Officers were called to the house in the London Road area of Barking at 10.40am on Monday 23 May following the discovery of an object that was later found to be a home made bomb.
Police arrested a woman on suspicion of making an explosive device at the property and she remains in custody.
A man was taken to hospital after a homemade explosive device exploded in the kitchen of his home in the East End of London on Saturday evening.
The man, 46, was treated for severe burns to his body.
The explosion took place at 5.05pm on Saturday 23 April at a home in Old Street.
Detectives believe the device was activated by an electrical fault.
The suspect, who has not been identified, remains in custody.
The",Health
govt spending boost for vic hospitals,17 May 2011,"17 May 2011 - govt spending boost for vic hospitals
13 May 2011 - vfa chief executive resigns
8 May 2011 - melbourne and sydney airports sell tickets
5 May 2011 - melbourne to get more tram lanes
3 May 2011 - mhr to get $150m upgrade
23 April 2011 - brisbane to have faster rail
18 April 2011 - brisbane council spends on trees
12 April 2011 - vfa board member resigns
11 April 2011 - victoria will have more high rise
4 April 2011 - victoria gets $7.8m boost for public transport
30 March 2011 - queensland premier resigns
27 March 2011 - new high speed rail for victoria
25 March 2011 - melbourne trams get new rolling stock
24 March 2011 - melbourne and sydney get high speed rail
16 March 2011 - melbourne airport gets new","
13 May 2011 - vfa chief executive resigns
8 May 2011 - melbourne and sydney airports sell tickets
5 May 2011 - melbourne to get more tram lanes
3 May 2011 - mhr to get $150m upgrade
23 April 2011 - brisbane to have faster rail
18 April 2011 - brisbane council spends on trees
12 April 2011 - vfa board member resigns
11 April 2011 - victoria will have more high rise
4 April 2011 - victoria gets $7.8m boost for public transport
30 March 2011 - queensland premier resigns
27 March 2011 - new high speed rail for victoria
25 March 2011 - melbourne trams get new rolling stock
24 March 2011 - melbourne and sydney get high speed rail
16 March 2011 - melbourne airport gets new",Health
hospital jobs cut; beds close,15 November 2011,"15 November 2011 - hospital jobs cut; beds close; nurses to work extra shifts
The BBC reports:
Staff at an NHS hospital in South Wales have been told their jobs will be cut after a review found services were not sustainable.
The report by NHS Wales found the closure of beds at Cwm Taf was unavoidable because of a ""lack of demand"" and ""low bed occupancy"".
A meeting will be held in Pontypridd this week to decide on the cuts and what this will mean for the future of the service.
Cwm Taf NHS Trust's chief executive, Dr Colin Brown, said it was a difficult decision for the health board.
The BBC's Simon Britton said it had been revealed that about 50 people have lost their jobs so far, with another 40 to be cut by the end of March.
Dr Brown said there were no plans to make compulsory redundancies among the staff and that they would be offered alternative posts.
The trust had previously been criticised by the Welsh health inspectorate after finding that the number of beds","; nurses to work extra shifts
The BBC reports:
Staff at an NHS hospital in South Wales have been told their jobs will be cut after a review found services were not sustainable.
The report by NHS Wales found the closure of beds at Cwm Taf was unavoidable because of a ""lack of demand"" and ""low bed occupancy"".
A meeting will be held in Pontypridd this week to decide on the cuts and what this will mean for the future of the service.
Cwm Taf NHS Trust's chief executive, Dr Colin Brown, said it was a difficult decision for the health board.
The BBC's Simon Britton said it had been revealed that about 50 people have lost their jobs so far, with another 40 to be cut by the end of March.
Dr Brown said there were no plans to make compulsory redundancies among the staff and that they would be offered alternative posts.
The trust had previously been criticised by the Welsh health inspectorate after finding that the number of beds",Health
private hospital growth outstrips public,29 April 2011,"29 April 2011 - private hospital growth outstrips public hospitals
Private hospital admissions outstripped public hospital admissions by 5.1 per cent in the year to December 2010. 
The latest data released by the Department of Health (DoH) and Ageing show that total admissions to NSW public and private hospitals for the year to December 2010 were 5.2 million.
There were 5.8 million admissions to public hospitals compared to 4.6 million to private hospitals.
The private sector had a 79 per cent market share for admissions to day procedure facilities and a 57 per cent market share for admissions to the state's two major metropolitan hospitals.
The number of private hospital admissions for all conditions increased 5.1 per cent in the year to December 2010.
There was a 2.5 per cent increase in the number of public hospital admissions for all conditions in the same period.
Admissions by patients from the Northern Territory, South Australia, Western Australia, Queensland and Victoria to NSW private hospitals increased"," hospitals
Private hospital admissions outstripped public hospital admissions by 5.1 per cent in the year to December 2010. 
The latest data released by the Department of Health (DoH) and Ageing show that total admissions to NSW public and private hospitals for the year to December 2010 were 5.2 million.
There were 5.8 million admissions to public hospitals compared to 4.6 million to private hospitals.
The private sector had a 79 per cent market share for admissions to day procedure facilities and a 57 per cent market share for admissions to the state's two major metropolitan hospitals.
The number of private hospital admissions for all conditions increased 5.1 per cent in the year to December 2010.
There was a 2.5 per cent increase in the number of public hospital admissions for all conditions in the same period.
Admissions by patients from the Northern Territory, South Australia, Western Australia, Queensland and Victoria to NSW private hospitals increased",Health
uk nurse arrested over hospital deaths,21 July 2011,"21 July 2011 - uk nurse arrested over hospital deaths
In 2008, the nurse responsible for a ward where eight patients had died was arrested and interviewed by police in relation to the deaths. He is not being charged with any offence and the police have now withdrawn the investigation.
The Royal College of Nursing (RCN) said it would seek an independent inquiry into the case.
It is understood that the case will now be reviewed by the Nursing and Midwifery Council (NMC) who will consider whether the nurse should have his registration revoked. A statement from the NMC said: ""A complaint has been received and will be investigated. The investigation is not a public inquiry and cannot comment on the details of the complaint. The complaint is being processed by the nursing council and will be referred to the Nursing and Midwifery Council Registration Committee for consideration at a future meeting.""
A spokesman for the College of Midwives (CoM) said they would also seek an independent inquiry.
The RCN said in a statement: ""The RC","
In 2008, the nurse responsible for a ward where eight patients had died was arrested and interviewed by police in relation to the deaths. He is not being charged with any offence and the police have now withdrawn the investigation.
The Royal College of Nursing (RCN) said it would seek an independent inquiry into the case.
It is understood that the case will now be reviewed by the Nursing and Midwifery Council (NMC) who will consider whether the nurse should have his registration revoked. A statement from the NMC said: ""A complaint has been received and will be investigated. The investigation is not a public inquiry and cannot comment on the details of the complaint. The complaint is being processed by the nursing council and will be referred to the Nursing and Midwifery Council Registration Committee for consideration at a future meeting.""
A spokesman for the College of Midwives (CoM) said they would also seek an independent inquiry.
The RCN said in a statement: ""The RC",Health
